0.0,0.0,90.0
0.011,4.247,89.5
1.249,12.677,89.19
1.792,18.017,79.12
3.544,24.452,73.36
4.251,32.064,88.68
3.759,41.186,88.1
4.86,48.84,74.41
8.631,56.309,60.71
10.284,64.782,91.5
10.517,74.811,78.62
14.953,84.831,60.7
15.813,93.795,101.86
10.069,104.431,120.09
1.87,115.899,130.0
-7.634,122.035,164.54
-19.082,123.718,178.17
-28.693,119.029,-135.18
-32.358,106.488,-93.81
-32.766,91.213,-94.38
-32.667,80.599,-92.24
-28.762,71.031,-42.52
-18.141,68.229,-1.33
-7.597,69.346,-1.46
4.006,72.502,34.06
16.578,72.988,-15.04
27.187,76.37,43.39
28.909,85.051,101.06
16.007,96.61,155.17
-1.747,99.796,178.58
-15.359,101.212,169.65
-29.271,107.096,138.82
-41.828,118.223,144.24
-51.316,122.516,167.96
-60.436,122.812,-176.37
-69.342,122.938,-171.8
-74.958,118.415,-126.88
-77.018,108.427,-85.85
-73.432,94.827,-86.08
-82.207,82.848,-149.43
-94.022,72.306,-142.01
-108.423,68.846,177.91
-120.068,74.45,129.68
-122.263,87.96,79.9
-117.564,100.534,63.29
-109.788,108.606,28.03
-100.797,108.434,-21.49
-93.919,107.168,1.22
-87.053,111.192,47.65
-82.777,118.359,49.02
-78.258,120.197,10.92
-74.523,119.371,-15.61
-76.396,119.803,-32.74
-73.162,111.904,-88.19
-73.337,101.09,-90.74
-81.527,87.141,-152.97
-96.223,90.646,132.59
-102.645,108.683,121.79
-114.779,114.04,179.95
