Epoch num121   Step_len: 67   Epoch Reward: -508.24668338079937 Memory index: 10408Success: 0 Time since beginning -4.770771280924479
Epoch num122   Step_len: 239   Epoch Reward: -97.88775864102291 Memory index: 10647Success: 0 Time since beginning -4.880419397354126
Epoch num123   Step_len: 207   Epoch Reward: -374.00318499070835 Memory index: 10854Success: 0 Time since beginning -4.976348706086477
Epoch num124   Step_len: 61   Epoch Reward: -462.7435117826517 Memory index: 10915Success: 0 Time since beginning -5.005069319407145
Epoch num125   Step_len: 205   Epoch Reward: -85.78856583813922 Memory index: 11120Success: 0 Time since beginning -5.097117137908936
Epoch num126   Step_len: 40   Epoch Reward: -208.32664288539877 Memory index: 11160Success: 0 Time since beginning -5.115902479489645
Epoch num127   Step_len: 53   Epoch Reward: -503.8564178664176 Memory index: 11213Success: 0 Time since beginning -5.1409157911936445
Epoch num128   Step_len: 98   Epoch Reward: -496.65618911036415 Memory index: 11311Success: 0 Time since beginning -5.186383827527364
Epoch num129   Step_len: 31   Epoch Reward: -412.583361275588 Memory index: 11342Success: 0 Time since beginning -5.200982415676117
Epoch num130   Step_len: 9   Epoch Reward: -506.1521158438015 Memory index: 11351Success: 0 Time since beginning -5.205369953314463
Epoch num131   Step_len: 94   Epoch Reward: -191.79935977559933 Memory index: 11445Success: 0 Time since beginning -5.250083104769389
Epoch num132   Step_len: 61   Epoch Reward: -518.623271314657 Memory index: 11506Success: 0 Time since beginning -5.27916085322698
Epoch num133   Step_len: 20   Epoch Reward: -461.85276775629245 Memory index: 11526Success: 0 Time since beginning -5.288644818464915
Epoch num134   Step_len: 67   Epoch Reward: -506.40536042362004 Memory index: 11593Success: 0 Time since beginning -5.319582537810008
Epoch num135   Step_len: 49   Epoch Reward: -462.6492617492547 Memory index: 11642Success: 0 Time since beginning -5.342481092611949
Epoch num136   Step_len: 129   Epoch Reward: -354.30370279585816 Memory index: 11771Success: 0 Time since beginning -5.4030163566271465
Epoch num137   Step_len: 144   Epoch Reward: -485.642005605759 Memory index: 11915Success: 0 Time since beginning -5.471194744110107
Epoch num138   Step_len: 49   Epoch Reward: -452.9710408624238 Memory index: 11964Success: 0 Time since beginning -5.49419188896815
Epoch num139   Step_len: 89   Epoch Reward: -449.83443702373614 Memory index: 12053Success: 0 Time since beginning -5.536393407980601
Epoch num140   Step_len: 87   Epoch Reward: -239.3693676666789 Memory index: 12140Success: 0 Time since beginning -5.5749656399091085
Epoch num141   Step_len: 52   Epoch Reward: -467.5052464250185 Memory index: 12192Success: 0 Time since beginning -5.599330627918244
Epoch num142   Step_len: 115   Epoch Reward: -186.6114424956129 Memory index: 12307Success: 0 Time since beginning -5.651251089572907
Epoch num143   Step_len: 36   Epoch Reward: -509.37627339488927 Memory index: 12343Success: 0 Time since beginning -5.668259576956431
Epoch num144   Step_len: 58   Epoch Reward: -497.75459704905666 Memory index: 12401Success: 0 Time since beginning -5.694510567188263
Epoch num145   Step_len: 58   Epoch Reward: -447.463506219353 Memory index: 12459Success: 0 Time since beginning -5.722055661678314
Epoch num146   Step_len: 71   Epoch Reward: -407.9640517261023 Memory index: 12530Success: 0 Time since beginning -5.755964982509613
Epoch num147   Step_len: 114   Epoch Reward: -306.98669499931384 Memory index: 12644Success: 0 Time since beginning -5.808378704388937
Epoch num148   Step_len: 56   Epoch Reward: -500.45514917017834 Memory index: 12700Success: 0 Time since beginning -5.834278798103332
Epoch num149   Step_len: 138   Epoch Reward: -470.30691717390727 Memory index: 12838Success: 0 Time since beginning -5.899576048056285
Epoch num150   Step_len: 92   Epoch Reward: -436.6979471013177 Memory index: 12930Success: 0 Time since beginning -5.941650835673014
Epoch num151   Step_len: 32   Epoch Reward: -510.37734929010077 Memory index: 12962Success: 0 Time since beginning -5.9568154613176985
